locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIDOOLCM_00324	CDS	261	rof		COG4568	Protein rof
PIDOOLCM_00325	CDS	201				hypothetical protein
PIDOOLCM_00326	CDS	546	yaeQ		COG4681	putative protein YaeQ
PIDOOLCM_00327	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
PIDOOLCM_00328	CDS	699	nlpE		COG3015	Lipoprotein NlpE
PIDOOLCM_00329	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PIDOOLCM_00330	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
PIDOOLCM_00331	CDS	405	rcsF			Outer membrane lipoprotein RcsF
PIDOOLCM_00332	CDS	816	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
PIDOOLCM_00333	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
PIDOOLCM_00334	CDS	1032	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
PIDOOLCM_00335	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
PIDOOLCM_00336	CDS	8853				hypothetical protein
PIDOOLCM_00337	CDS	942	ompA_1			Outer membrane protein A
PIDOOLCM_00338	CDS	696				hypothetical protein
PIDOOLCM_00339	CDS	1140				hypothetical protein
PIDOOLCM_00340	CDS	450	etp_1	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
PIDOOLCM_00341	CDS	2148		2.7.10.-		Putative tyrosine-protein kinase in cps region
PIDOOLCM_00342	CDS	3873				hypothetical protein
PIDOOLCM_00343	CDS	1620				hypothetical protein
PIDOOLCM_00344	CDS	369	acpS_1	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
PIDOOLCM_00345	CDS	756	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PIDOOLCM_00346	CDS	549				hypothetical protein
PIDOOLCM_00347	CDS	282				hypothetical protein
PIDOOLCM_00348	CDS	1161	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
PIDOOLCM_00349	CDS	2577				hypothetical protein
PIDOOLCM_00350	CDS	1218				hypothetical protein
PIDOOLCM_00351	CDS	951				hypothetical protein
PIDOOLCM_00352	CDS	708			COG1136	putative ABC transporter ATP-binding protein
PIDOOLCM_00353	CDS	648				hypothetical protein
PIDOOLCM_00354	CDS	1311				hypothetical protein
PIDOOLCM_00355	CDS	789				hypothetical protein
PIDOOLCM_00356	CDS	1389				hypothetical protein
PIDOOLCM_00357	CDS	933	fenF	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
PIDOOLCM_00358	CDS	1002				hypothetical protein
PIDOOLCM_00359	CDS	1722				hypothetical protein
PIDOOLCM_00360	CDS	1353	prsE_1			Type I secretion system membrane fusion protein PrsE
PIDOOLCM_00361	CDS	2250	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
PIDOOLCM_00362	CDS	636	ecpR			HTH-type transcriptional regulator EcpR
PIDOOLCM_00363	CDS	663				hypothetical protein
PIDOOLCM_00364	CDS	720	glcC_1		COG2186	Glc operon transcriptional activator
PIDOOLCM_00365	CDS	1014	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
PIDOOLCM_00366	CDS	1083	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PIDOOLCM_00367	CDS	1515	gsiB_1		COG0747	Glutathione-binding protein GsiB
PIDOOLCM_00368	CDS	942	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
PIDOOLCM_00369	CDS	876	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
PIDOOLCM_00370	CDS	1602	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
PIDOOLCM_00371	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
PIDOOLCM_00372	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
PIDOOLCM_00373	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
PIDOOLCM_00374	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
PIDOOLCM_00375	CDS	741				hypothetical protein
PIDOOLCM_00376	CDS	1344	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
PIDOOLCM_00377	CDS	1236	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
PIDOOLCM_00378	CDS	795	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
PIDOOLCM_00379	CDS	639	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
PIDOOLCM_00380	CDS	597	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
PIDOOLCM_00381	CDS	1224	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
PIDOOLCM_00382	CDS	201				hypothetical protein
PIDOOLCM_00383	CDS	1059	dinB	2.7.7.7	COG0389	DNA polymerase IV
PIDOOLCM_00384	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
PIDOOLCM_00385	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
PIDOOLCM_00386	CDS	1245				hypothetical protein
PIDOOLCM_00387	CDS	402	crl			Sigma factor-binding protein Crl
PIDOOLCM_00388	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
PIDOOLCM_00389	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
PIDOOLCM_00390	CDS	1254	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
PIDOOLCM_00391	tRNA	74				tRNA-Thr(cgt)
PIDOOLCM_00392	CDS	837				hypothetical protein
PIDOOLCM_00393	CDS	315				hypothetical protein
PIDOOLCM_00394	CDS	321				hypothetical protein
PIDOOLCM_00395	CDS	795				hypothetical protein
PIDOOLCM_00396	CDS	747	yjhP			putative protein YjhP
PIDOOLCM_00397	CDS	258				hypothetical protein
PIDOOLCM_00398	CDS	324				hypothetical protein
PIDOOLCM_00399	CDS	672				hypothetical protein
PIDOOLCM_00400	CDS	573	yceJ_1		COG3038	Cytochrome b561 
PIDOOLCM_00401	CDS	1074	srpA	1.11.1.-	COG0753	Catalase-related peroxidase
PIDOOLCM_00402	CDS	1269				hypothetical protein
PIDOOLCM_00403	CDS	900	pgrR_3			HTH-type transcriptional regulator PgrR
PIDOOLCM_00404	CDS	510				hypothetical protein
PIDOOLCM_00405	CDS	1785				hypothetical protein
PIDOOLCM_00406	CDS	1110	ydiK_1		COG0628	Putative transport protein YdiK
PIDOOLCM_00407	CDS	1182		3.5.1.47		N-acetyldiaminopimelate deacetylase
PIDOOLCM_00408	CDS	477				hypothetical protein
PIDOOLCM_00409	CDS	678	sauU_1			putative sulfoacetate transporter SauU
PIDOOLCM_00410	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
PIDOOLCM_00411	CDS	1401	rocC		COG0833	Amino-acid permease RocC
PIDOOLCM_00412	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
PIDOOLCM_00413	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
PIDOOLCM_00414	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
PIDOOLCM_00415	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
PIDOOLCM_00416	CDS	849	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
PIDOOLCM_00417	CDS	1701				hypothetical protein
PIDOOLCM_00418	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
PIDOOLCM_00419	CDS	2775				hypothetical protein
PIDOOLCM_00420	CDS	612	iprA_1			Inhibitor of hydrogen peroxide resistance
PIDOOLCM_00421	CDS	1167	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
PIDOOLCM_00422	CDS	534	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PIDOOLCM_00423	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
PIDOOLCM_00424	CDS	1098				hypothetical protein
PIDOOLCM_00425	CDS	303	yaiY			Inner membrane protein YaiY
PIDOOLCM_00426	CDS	237				hypothetical protein
PIDOOLCM_00427	CDS	1101	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
PIDOOLCM_00428	CDS	684				hypothetical protein
PIDOOLCM_00429	CDS	1215	sbnD_1			Staphyloferrin B transporter
PIDOOLCM_00430	CDS	261	iraP			Anti-adapter protein IraP
PIDOOLCM_00431	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
PIDOOLCM_00432	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
PIDOOLCM_00433	CDS	1104	dgcC_1	2.7.7.65		putative diguanylate cyclase DgcC
PIDOOLCM_00434	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
PIDOOLCM_00435	CDS	459				hypothetical protein
PIDOOLCM_00436	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
PIDOOLCM_00437	CDS	192	yaiA			putative protein YaiA
PIDOOLCM_00438	CDS	684				hypothetical protein
PIDOOLCM_00439	CDS	288	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
PIDOOLCM_00440	CDS	915	rdgC		COG2974	Recombination-associated protein RdgC
PIDOOLCM_00441	CDS	906	mak	2.7.1.4	COG1940	Fructokinase
PIDOOLCM_00442	CDS	3132	sbcC		COG0419	Nuclease SbcCD subunit C
PIDOOLCM_00443	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
PIDOOLCM_00444	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
PIDOOLCM_00445	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
PIDOOLCM_00446	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
PIDOOLCM_00447	CDS	1374	proY		COG1113	Proline-specific permease ProY
PIDOOLCM_00448	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
PIDOOLCM_00449	CDS	546				hypothetical protein
PIDOOLCM_00450	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
PIDOOLCM_00451	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
PIDOOLCM_00452	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PIDOOLCM_00453	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
PIDOOLCM_00454	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
PIDOOLCM_00455	CDS	1815	secD		COG0342	Protein translocase subunit SecD
PIDOOLCM_00456	CDS	972	secF		COG0341	Protein translocase subunit SecF
PIDOOLCM_00457	CDS	366				hypothetical protein
PIDOOLCM_00458	CDS	681				hypothetical protein
PIDOOLCM_00459	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
PIDOOLCM_00460	CDS	603	yajI			putative lipoprotein YajI
PIDOOLCM_00461	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
PIDOOLCM_00462	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
PIDOOLCM_00463	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PIDOOLCM_00464	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
PIDOOLCM_00465	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
PIDOOLCM_00466	CDS	975	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
PIDOOLCM_00467	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PIDOOLCM_00468	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
PIDOOLCM_00469	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
PIDOOLCM_00470	CDS	96				hypothetical protein
PIDOOLCM_00471	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
PIDOOLCM_00472	CDS	591	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
PIDOOLCM_00473	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PIDOOLCM_00474	CDS	492				hypothetical protein
PIDOOLCM_00475	CDS	1362	yajR_1		COG0477	Inner membrane transport protein YajR
PIDOOLCM_00476	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
PIDOOLCM_00477	CDS	327	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
PIDOOLCM_00478	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
PIDOOLCM_00479	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
PIDOOLCM_00480	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
PIDOOLCM_00481	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
PIDOOLCM_00482	CDS	579				hypothetical protein
PIDOOLCM_00483	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
PIDOOLCM_00484	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
PIDOOLCM_00485	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PIDOOLCM_00486	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PIDOOLCM_00487	CDS	2355	lon	3.4.21.53	COG0466	Lon protease
PIDOOLCM_00488	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
PIDOOLCM_00489	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
PIDOOLCM_00490	CDS	378			COG1555	putative protein
PIDOOLCM_00491	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
PIDOOLCM_00492	CDS	354				hypothetical protein
PIDOOLCM_00493	CDS	330				hypothetical protein
PIDOOLCM_00494	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
PIDOOLCM_00495	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
PIDOOLCM_00496	CDS	819	cof_1	3.6.1.-	COG0561	HMP-PP phosphatase
PIDOOLCM_00497	CDS	1047	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
PIDOOLCM_00498	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
PIDOOLCM_00499	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
PIDOOLCM_00500	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
PIDOOLCM_00501	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
PIDOOLCM_00502	CDS	1287	amtB			Ammonia channel
PIDOOLCM_00503	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
PIDOOLCM_00504	CDS	528	ybaY		COG3126	putative lipoprotein YbaY
PIDOOLCM_00505	CDS	312	atl		COG3695	DNA base-flipping protein
PIDOOLCM_00506	CDS	252				hypothetical protein
PIDOOLCM_00507	CDS	216				hypothetical protein
PIDOOLCM_00508	CDS	1422	norG_2		COG1167	HTH-type transcriptional regulator NorG
PIDOOLCM_00509	CDS	612				hypothetical protein
PIDOOLCM_00510	CDS	1071	lacI_1		COG1609	Lactose operon repressor
PIDOOLCM_00511	CDS	3093	lacZ	3.2.1.23		Beta-galactosidase
PIDOOLCM_00512	CDS	831	rcnA		COG2215	Nickel/cobalt efflux system RcnA
PIDOOLCM_00513	CDS	276	rcnR		COG1937	Transcriptional repressor RcnR
PIDOOLCM_00514	CDS	1578	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
PIDOOLCM_00515	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
PIDOOLCM_00516	CDS	711				hypothetical protein
PIDOOLCM_00517	CDS	1461	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
PIDOOLCM_00518	CDS	468	ylaC			Inner membrane protein YlaC
PIDOOLCM_00519	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
PIDOOLCM_00520	CDS	219	hha			Hemolysin expression-modulating protein Hha
PIDOOLCM_00521	CDS	375	tomB			Hha toxicity modulator TomB
PIDOOLCM_00522	CDS	3147	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
PIDOOLCM_00523	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
PIDOOLCM_00524	CDS	654	acrR		COG1309	HTH-type transcriptional regulator AcrR
PIDOOLCM_00525	CDS	3348	mscK		COG3264	Mechanosensitive channel MscK
PIDOOLCM_00526	CDS	159				hypothetical protein
PIDOOLCM_00527	CDS	528	priC		COG3923	Primosomal replication protein N''
PIDOOLCM_00528	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
PIDOOLCM_00529	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
PIDOOLCM_00530	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
PIDOOLCM_00531	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
PIDOOLCM_00532	CDS	606	recR		COG0353	Recombination protein RecR
PIDOOLCM_00533	CDS	1875	htpG		COG0326	Chaperone protein HtpG
PIDOOLCM_00534	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
PIDOOLCM_00535	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
PIDOOLCM_00536	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
PIDOOLCM_00537	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
PIDOOLCM_00538	CDS	1221	fsr			Fosmidomycin resistance protein
PIDOOLCM_00539	CDS	1653	ushA		COG0737	Protein UshA
PIDOOLCM_00540	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
PIDOOLCM_00541	CDS	795				hypothetical protein
PIDOOLCM_00542	CDS	2499	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
PIDOOLCM_00543	CDS	411	cueR		COG0789	HTH-type transcriptional regulator CueR
PIDOOLCM_00544	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
PIDOOLCM_00545	CDS	915	qmcA		COG0330	Protein QmcA
PIDOOLCM_00546	CDS	672	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
PIDOOLCM_00547	CDS	783	fetB		COG0390	putative iron export permease protein FetB
PIDOOLCM_00548	CDS	855	cnoX		COG3118	Chaperedoxin
PIDOOLCM_00549	CDS	771				hypothetical protein
PIDOOLCM_00550	CDS	570	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
PIDOOLCM_00551	CDS	687			COG1136	putative ABC transporter ATP-binding protein
PIDOOLCM_00552	CDS	2415				hypothetical protein
PIDOOLCM_00553	CDS	1146				hypothetical protein
PIDOOLCM_00554	CDS	1071	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
PIDOOLCM_00555	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
PIDOOLCM_00556	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PIDOOLCM_00557	CDS	186				hypothetical protein
PIDOOLCM_00558	CDS	210				hypothetical protein
PIDOOLCM_00559	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
PIDOOLCM_00560	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
PIDOOLCM_00561	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
PIDOOLCM_00562	CDS	528	ybcI		COG1988	Inner membrane protein YbcI
PIDOOLCM_00563	CDS	1017	malI_1		COG1609	Maltose regulon regulatory protein MalI
PIDOOLCM_00564	CDS	1500	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
PIDOOLCM_00565	CDS	213	ybcJ		COG2501	putative protein YbcJ
PIDOOLCM_00566	CDS	867	folD		COG0190	Bifunctional protein FolD protein
PIDOOLCM_00567	CDS	564	fimA_1			Type-1 fimbrial protein, A chain
PIDOOLCM_00568	CDS	546	fimA_2			Type-1 fimbrial protein, A chain
PIDOOLCM_00569	CDS	693	sfmC			putative fimbrial chaperone SfmC
PIDOOLCM_00570	CDS	2565	sfmD		COG3188	Outer membrane usher protein SfmD
PIDOOLCM_00571	CDS	1005	sfmH			putative fimbrial-like protein SfmH
PIDOOLCM_00572	CDS	525	sfmF			putative fimbrial-like protein SfmF
PIDOOLCM_00573	CDS	633			COG2197	Putative transcriptional regulator
PIDOOLCM_00574	CDS	723				hypothetical protein
PIDOOLCM_00575	CDS	699				hypothetical protein
PIDOOLCM_00576	tRNA	77				tRNA-Arg(tct)
PIDOOLCM_00577	CDS	144				hypothetical protein
PIDOOLCM_00578	CDS	624				hypothetical protein
PIDOOLCM_00579	CDS	399				hypothetical protein
PIDOOLCM_00580	CDS	342				hypothetical protein
PIDOOLCM_00581	CDS	138				hypothetical protein
PIDOOLCM_00582	CDS	831				hypothetical protein
PIDOOLCM_00583	CDS	1017	fbpA			Fe(3+)-binding periplasmic protein
PIDOOLCM_00584	CDS	1575				hypothetical protein
PIDOOLCM_00585	CDS	1032	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
PIDOOLCM_00586	CDS	276				hypothetical protein
PIDOOLCM_00587	CDS	2184	fcuA			Ferrichrome receptor FcuA
PIDOOLCM_00588	CDS	1974				hypothetical protein
PIDOOLCM_00589	CDS	1389	pheP		COG1113	Phenylalanine-specific permease
PIDOOLCM_00590	CDS	1239	yegT_1			Putative nucleoside transporter YegT
PIDOOLCM_00591	CDS	1026	iolE_1	4.2.1.44		Inosose dehydratase
PIDOOLCM_00592	CDS	1143	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PIDOOLCM_00593	CDS	972	rbsR_1		COG1609	Ribose operon repressor
PIDOOLCM_00594	CDS	1245	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
PIDOOLCM_00595	CDS	1437	jefA_1			Drug efflux pump JefA
PIDOOLCM_00596	CDS	870				hypothetical protein
PIDOOLCM_00597	CDS	1035				hypothetical protein
PIDOOLCM_00598	CDS	330				hypothetical protein
PIDOOLCM_00599	CDS	288				hypothetical protein
PIDOOLCM_00600	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
PIDOOLCM_00601	CDS	369				hypothetical protein
PIDOOLCM_00602	CDS	591	betI_1			HTH-type transcriptional regulator BetI
PIDOOLCM_00603	CDS	1104			COG2220	putative protein
PIDOOLCM_00604	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
PIDOOLCM_00605	CDS	249				hypothetical protein
PIDOOLCM_00606	CDS	111				hypothetical protein
PIDOOLCM_00607	CDS	2709	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
PIDOOLCM_00608	CDS	1065	mdtA_1			Multidrug resistance protein MdtA
PIDOOLCM_00609	CDS	3135	bepG			Efflux pump membrane transporter BepG
PIDOOLCM_00610	CDS	1122	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
PIDOOLCM_00611	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
PIDOOLCM_00612	CDS	795	nimR_1			HTH-type transcriptional regulator NimR
PIDOOLCM_00613	CDS	1980	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
PIDOOLCM_00614	CDS	216				hypothetical protein
PIDOOLCM_00615	CDS	864	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
PIDOOLCM_00616	CDS	438				hypothetical protein
PIDOOLCM_00617	CDS	4215	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
PIDOOLCM_00618	CDS	507				hypothetical protein
PIDOOLCM_00619	CDS	567				hypothetical protein
PIDOOLCM_00620	CDS	585				hypothetical protein
PIDOOLCM_00621	CDS	522				hypothetical protein
PIDOOLCM_00622	CDS	546				hypothetical protein
PIDOOLCM_00623	CDS	378				hypothetical protein
PIDOOLCM_00624	CDS	420	higA		COG5499	Antitoxin HigA
PIDOOLCM_00625	CDS	705				hypothetical protein
PIDOOLCM_00626	CDS	456				hypothetical protein
PIDOOLCM_00627	CDS	885	gltC_1			HTH-type transcriptional regulator GltC
PIDOOLCM_00628	CDS	606	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
PIDOOLCM_00629	CDS	1014				hypothetical protein
PIDOOLCM_00630	CDS	729	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
PIDOOLCM_00631	CDS	660	glnP_1		COG0765	Glutamine transport system permease protein GlnP
PIDOOLCM_00632	CDS	753	glnH_1		COG0834	Glutamine-binding periplasmic protein
PIDOOLCM_00633	CDS	555				hypothetical protein
PIDOOLCM_00634	CDS	1329		2.6.1.-	COG0161	putative aminotransferase
PIDOOLCM_00635	CDS	858	murR_1			HTH-type transcriptional regulator MurR
PIDOOLCM_00636	CDS	459				hypothetical protein
PIDOOLCM_00637	CDS	456				hypothetical protein
PIDOOLCM_00638	CDS	819				hypothetical protein
PIDOOLCM_00639	CDS	363				hypothetical protein
PIDOOLCM_00640	CDS	882	catM			HTH-type transcriptional regulator CatM
PIDOOLCM_00641	CDS	783	budA	4.1.1.5		Alpha-acetolactate decarboxylase
PIDOOLCM_00642	CDS	1680	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
PIDOOLCM_00643	CDS	771	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
PIDOOLCM_00644	CDS	474				hypothetical protein
PIDOOLCM_00645	CDS	705	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
PIDOOLCM_00646	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
PIDOOLCM_00647	CDS	834	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
PIDOOLCM_00648	CDS	1014	dppB_1		COG0601	Dipeptide transport system permease protein DppB
PIDOOLCM_00649	CDS	1569	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
PIDOOLCM_00650	CDS	1695	mdlC	4.1.1.7		Benzoylformate decarboxylase
PIDOOLCM_00651	CDS	741		1.-.-.-		putative oxidoreductase
PIDOOLCM_00652	CDS	1680	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
PIDOOLCM_00653	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
PIDOOLCM_00654	CDS	588	betI_2		COG1309	HTH-type transcriptional regulator BetI
PIDOOLCM_00655	CDS	2034	betT		COG1292	High-affinity choline transport protein
PIDOOLCM_00656	CDS	387	higB-2		COG2026	Toxin HigB-2
PIDOOLCM_00657	CDS	285				hypothetical protein
PIDOOLCM_00658	CDS	912			COG0803	putative periplasmic iron-binding protein
PIDOOLCM_00659	CDS	807	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
PIDOOLCM_00660	CDS	858	mntB_2			Manganese transport system membrane protein MntB
